id,Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
1763245,9/6/2015,1,N,Y,B,U,U,NA,NA,1,W,U,Prince George's County Police Department,"The suspect vehicle, a Ford Mustang, was stolen from a rental company in the Baltimore Area earlier in the day. The rental company was providing GPS locations for both vehicles, allowing the Involved Officer and Witness to locate them in the Giant Food parking lot, near the Suntrust Bank. The rental company was able to remotely disable the engine of the Mustang. When this occurred, the Involved Officer and Witness coordinated their approach to the Mustang to attempt to arrest the occupants. Witness believed that it was only occupied once, because he did not see Involved Citizen, who was lying back in the passenger seat. The Involved Officer approached from the driver's side of the Mustang in his leased pickup truck. Wness approached from the rear in an unmarked Impala. While both were in plain clothes, both officers had tactical vests on that clearly identified them as police officers. The Involved Officer moved from his vehicle around the front of the Mustang to the passenger side of the Mustang. He observed one of the vehicle's occupants display a handgun. He discharged his service weapon at occupants of the Mustang striking both of the Involved Citizens. The Involved Officer extricated InvolveCitizen through the rear window, which was broken out, because he was in the rear seat of the vehicle. Involved Citizen was extricated through the passenger door. Witness conducted a search incident to arrest of Involved Citizen and recovered a loaded .357 revolver from his front right pocket. When Involved Citizen was secured, Witness photographed the gun in Involved Citizen's pants. Witness stated Involved Citizen had gloves, and that Involved Citizen may have had gloves on as well. A black .40 caliber semi-automatic pistol was recovered from Involved Citizen. It had one round in the chamber and 10 in the magazine.",PrinceGeorgesCounty,NA
55627,2/1/2014,1,N,Y,W,M,45,Domestic disturbance,NA,4,NA,U,Jacksonville Police Department,"Gary Robert Schiwart was shot in the head by a SWAT team after a domestic dispute, but survived his wounds. Police responded to a report of an aggravated assault about 11:30 a.m. at a home on Herlong Road. Schiwart had gotten into an argument with his mother, police said, and was threatening both suicide and harming his mother. He fired a shotgun as she fled the home but didn’t hit her, according to police. Police said Schiwart threatened suicide and to kill anyone who approached. By 2:30 p.m. negotiators and SWAT members began several hours of contact with Schiwart by phone and bullhorn. Shortly after 4 p.m. police heard another gunshot, and Schiwart broke out a window and fired a blast at a SWAT response vehicle. Police fired back, and Schiwart retreated, then reappeared just before 5 p.m. at the front door with the shotgun and pointed it, drawing fire by one officer, police said. Schiwart retreated again. Then, about an hour later, an officer spotted Schiwart pointing the shotgun and fired, police said. At about 6:40 p.m. Schiwart came out of the house and was taken to a hospital with a gunshot wound to the head. Seven shots were fired by Officers M.W. Crawford, D.R. Hurley, D.J. Gianakas and N.A. Rodgers. Schiwart fired at least twice into the floor and twice at police.",Jacksonville,NA
336398,6/7/2013,1,N,N,W,M,36,Home invasion,5,1,W,M,Phoenix Police Department,"Ofc's responded to subject breaking into residence. Upon entering, subject came out from hall with weapon pointed at ofc's. Ofc discharged weapon as retreating.Airsoft AR-15 Carbine (toy gun)",Phoenix,Toy gun(air soft)
3882763,NA,1,F,N,U,M,U,NA,NA,2,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Albert Payton. Victim armed with knife.
4627851,NA,1,F,NA,B,U,U,NA,NA,2,H;W,U,Baltimore Police Department,NA,BaltimoreCity,NA
798025,12/10/2013,1,N,N,L,M,22,Shooting,1,1,H,F,Phoenix Police Department,"Officer heard shot fired, subjects point out H/M in park. Officer observes him place U object under trash can. Makes contact, subject non-compliant then makes quick movement to waistband. Officer believes he is reaching for a gun and fires one round. Subject struck in leg and taken into custody. Force used by subject prior to OIS - Lethal Instrument: Subjects in park believe Subject fired round at them. Weapon was placed under trash can as subject walked away from officer (U to officer). Subject used no force and had no weapon during OIS but reached for waistband. Officer believed subject was going for a gun.",Phoenix,NA
144324,3/2/2014,1,N,NA,B,U,U,NA,NA,2,W;H,U,Baltimore Police Department,NA,BaltimoreCity,NA
4878705,4/11/2010,1,N,N,B,M,21,NA,NA,2,H;U,M;U,Houston Police Department,Officer was chasing a suspect on foot when he saw the suspect reaching for something in his waistband.  The suspect jumped a fence and as the officer was jumping the fence in pursuit the suspect turned toward the officer while raising his arm making the officer beleive that he was going to shoot at him.,Houston,NA
4613908,8/1/2016,1,N,Y,W,M,30,NA,>/=1,1,W,M,Charlotte-Mecklenburg Police Department,"Patrol officers responded to an armed person call for service in which a subject claimed a M was armed with a handgun. Upon their arrival, officers located an individual who matched the description. When officers attempted to make contact with the individual, he fled on foot. During the foot pursuit, officers determined him to be armed with a handgun. While pursuing the individual, an officer perceived an imminent deadly threat and fired his service weapon, striking the individual. No officers were injured during the course of the incident.",CharlotteMecklenburg,NA
4008870,3/9/2010,1,N,N,B,U,U,NA,NA,2,L;A,M;M,Houston Police Department,The officer on-viewed a disturbance in which the suspect was pulling a female from a vehicle. The officer confronted the suspect at which time the suspect pointed a weapon at the officer causing the officer to shoot the suspect.,Houston,"Location ""Protected by Law."" What is ""P""? One victim (second) armed with ""Vehicle."" Officers not on duty."
4744007,NA,1,U,U,B,M,20-29,NA,NA,1,L,M,Chicago Police Department,NA,Chicago,NA
2013251,6/12/2011,1,F,N,U,U,U,drug bust,NA,2,NA,M;M,Miami-Dade Police Department,NA,MiamiDade,NA
2555474,7/5/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
2570950,NA,1,N,Y,W,M,35,Robbery,NA,3,B;A;W,M;M;M,Louisville Metro Police Department,"6th Division officers responded to 605 Huntington Park Drive on reports of a home invasion. Officers observed the suspect, subsequently identified as Timothy Adams, moving about the apartment through a window, waving what appeared to be a handgun over his head and at times pointing the gun at his head. As officers attempted to persuade Mr. Adams to surrender, he pointed the weapon toward them. Officers Raphael Williams, Yang Kong Lee and Donald Hillerich percieved a threat of deadly force and fired their duty weapons toward Mr. Adams multiple times, stiking him once. Mr. Adams was transported to University of Louisville Hospital, surviving his injuries. The weapon in Mr. Adams possession was determined to be a BB gun, afterward. He was subsequently convicted of Burglary 2nd Degree, Wanton Endangerment 1st Degree, Wanton Endangerment 2nd Degree (3 counts). A review of the investigation by the Commonwealth's Attorney's Office determined the officers acted appropriately in defending themselves against a reasonably percieved danger.",Louisville,NA
3861783,NA,1,N,Y,W,F,U,Suicidal party,NA,1,W,M,Kansas City Police Department,NA,Kansas City,NA
3722721,NA,1,N,U,B,M,20-29,NA,NA,2,L;W,M;M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
2619696,NA,1,N,U,L,M,U,NA,NA,1,W,M,Los Angeles Police Department,NA,LosAngeles,No Hit
1622363,12/3/2010,1,N,U,U,U,U,NA,NA,1,B,U,Prince George's County Police Department,Officer and witness were engaged in secondary employment at Lottsford Road and Ruby Lockhart Blvd.  Both were directing traffic at that intersection.  Officer was in the process of stopping traffic when a small veh accelerated at him and striking him.  Officer discharged his service weapon at the veh as it struck him and continued on going.,PrinceGeorgesCounty,No hits.
2080552,1/1/2014,1,N,U,B,U,U,NA,10,1,L,M,Chicago Police Department,NA,Chicago,"Kierra Williamson; Michael Willliamson, Princeon Williamwon"
3693366,NA,1,N,U,B,U,U,NA,NA,1,U,M,New Orleans Police Department,"Fatality 9-14-14 I-17175-14. Officer shot by citizen, officer returned fire. Citizen killed. Citizen shot. Citizen not shot. Officer not charged. PO Jonathan Smith. Suspect Cornelius Barthememy BM 2-26-80 shot by officer, Caesar Adams BM 2-19-78 killed by officer. James Wilson BM 9-11-88 get away drive not injured.",NewOrleans,AT LEAST ONE VICTIM ARMED; unsure who was armed
1390195,4/1/2011,1,N,U,B,U,U,NA,5,1,A,M,Chicago Police Department,NA,Chicago,NA
1680512,5/5/2015,1,F,U,B,M,U,NA,NA,1,B,M,Los Angeles Police Department,NA,LosAngeles,Hit
2977193,6/3/2015,1,N,Y,U,M,U,Crime,NA,2,U,U,Philadelphia Police Department,"On Thursday, March 5, 2015, at approximately 4:48 P.M., uniformed officers, in a marked police vehicle were in the shopping center parking lot, at 2100 Lehigh Avenue. One of the officers went into a store while the other officer remained in the police vehicle. Two males, armed with handguns, entered the store. The officer observed the offender near the counter and drew his weapon. The offenders both discharged their weapons, striking the officer, as the officer returned fire, missing the offenders. At that point, the officer that had remained with the police vehicle, upon hearing the gunshots, exited his vehicle, and approached the store. The two offenders ran out of the store. One of the offenders, upon seeing that officer, ran back into the store and attempted to blend in with witnesses. The offender that did not re-enter the store discharged his firearm at the second officer, while running across the outside courtyard. The officer discharged his weapon at the offender, striking him. The offender fell to the ground and was subsequently apprehended. He was transported to Albert Einstein Medical Center for treatment. The other offender, who was uninjured, was apprehended inside the store. The officer was transported to Temple University Hospital where he was pronounced deceased. The offenders’ firearms, a .40 caliber, semi-automatic pistol, loaded with six live rounds, and .40 caliber semi-automatic pistol, loaded with one live round, were recovered at the scene.",Philadelphia,NA
1446065,2/8/2016,1,N,N,B,M,U,NA,NA,2,B;A,F;M,Los Angeles Police Department,"On Tuesday, August 2, 2016, around 1:15 a.m., Hollywood Patrol Division Police Officers Eui Joung, Serial No. 39150 and Rai Foster, Serial No. 40721 responded to a business dispute radio call at a business in the 5400 block of West Sunset Boulevard. The officers met with the mager at the business and were told the suspect, 29-year-old Daniel Mast, was trying to use a fraudulent check to purchase items. With the intention of handcuffing Mast, the officers approached him near the cash registers. As the officers prepared to handcuff Mast, he turned and charged at the officers, at which time they all fell to the floor. During the altercation, Mast struck Officer Joung several times about the face and head, dazing Officer Joung. Mast continued to fight with Officer Joung, at which time Officer Joung, fearing for his life, armed himself with his weapon and fired twice at Mast. Mast was struck at least once. Mast subsequently turned his attention to Officer Foster and placed Officer Foster in a choke hold, wrapping his right arm around her throat, and was saying that he was going to kill her. As Officer Foster broke free from the choke hold, Mast grabbed Officer Joung's handgun, which was unholstered, and was trying to take the handgun from Officer Joung. As Officer Joung and Mast were struggling for control of the handgun, Officer Foster fired one round at Mast, striking him in the right leg. Mast continued to be combative with the officers. Additiol patrol officers arrived and a TASER was needed to take Mast into custody.",LosAngeles,NA
1904215,7/2/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
4908132,NA,1,N,N,B,M,U,NA,NA,1,B,M,Houston Police Department,Officer heard the alarm sounding from his vehicle. He went outside to check on the vehicle. He observed the suspect fleeing from his vehicle.  THe officer attempted to block his path when he noticed that the suspect was carrying an object that he believed to be a weapon. The officer fired at the suspect but did not hit him. the suspect was able to jump a fence and flee from the location.,Houston,Officer off-duty.
1144756,9/11/2013,1,N,Y,B,M,33,Drugs,4,1,B,M,Memphis Police Department,"Closed 12/3/13, ruled justified;Lt. R. Cowans was separated from the rest of the OCU Vice and Narcotics Team at 900 Leon Place. An unknown black male confornted him and pointed a handgun at him. Lt. Cowans fired four shots with his MPD duty weapon. The suspect fled the scene and was not located. The suspect was later identified as Jimmy Miller and he was arrested 11/14/13. It was determined he had not been injured by Lt. Cowans.",Memphis,handgun;No hits
